Geohash,GeohashBounds,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Location,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
dpz87rq,"POLYGON((-79.3020629882812 43.6775207519531, -79.3006896972656 43.6775207519531, -79.3006896972656 43.6788940429688, -79.3020629882812 43.6788940429688, -79.3020629882812 43.6775207519531))",43.678,-79.302,43.679,-79.301,POINT(-79.30111 43.67808),43.678,-79.301,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz2mpm,"POLYGON((-79.5780944824219 43.6775207519531, -79.5767211914062 43.6775207519531, -79.5767211914062 43.6788940429688, -79.5780944824219 43.6788940429688, -79.5780944824219 43.6775207519531))",43.678,-79.578,43.679,-79.577,POINT(-79.57719 43.67819),43.678,-79.577,Toronto,,Ontario,Canada,CA-ON,0,3,2022-02-02,5.1
dpz86r7,"POLYGON((-79.3501281738281 43.6775207519531, -79.3487548828125 43.6775207519531, -79.3487548828125 43.6788940429688, -79.3501281738281 43.6788940429688, -79.3501281738281 43.6775207519531))",43.678,-79.35,43.679,-79.349,POINT(-79.34952 43.67802),43.678,-79.35,Toronto,,Ontario,Canada,CA-ON,0.022,8,2022-02-02,5.1
dpz2mzk,"POLYGON((-79.5465087890625 43.6775207519531, -79.5451354980469 43.6775207519531, -79.5451354980469 43.6788940429688, -79.5465087890625 43.6788940429688, -79.5465087890625 43.6775207519531))",43.678,-79.547,43.679,-79.545,POINT(-79.54573 43.67839),43.678,-79.546,Toronto,,Ontario,Canada,CA-ON,0.003,3,2022-02-02,5.1
dpz83rm,"POLYGON((-79.3913269042969 43.6775207519531, -79.3899536132812 43.6775207519531, -79.3899536132812 43.6788940429688, -79.3913269042969 43.6788940429688, -79.3913269042969 43.6775207519531))",43.678,-79.391,43.679,-79.39,POINT(-79.3901 43.6784),43.678,-79.39,Toronto,,Ontario,Canada,CA-ON,0.011,4,2022-02-02,5.1
dpz86rq,"POLYGON((-79.3460083007812 43.6775207519531, -79.3446350097656 43.6775207519531, -79.3446350097656 43.6788940429688, -79.3460083007812 43.6788940429688, -79.3460083007812 43.6775207519531))",43.678,-79.346,43.679,-79.345,POINT(-79.34528 43.67882),43.679,-79.345,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz2mz2,"POLYGON((-79.552001953125 43.6775207519531, -79.5506286621094 43.6775207519531, -79.5506286621094 43.6788940429688, -79.552001953125 43.6788940429688, -79.552001953125 43.6775207519531))",43.678,-79.552,43.679,-79.551,POINT(-79.55132 43.6782),43.678,-79.551,Toronto,,Ontario,Canada,CA-ON,0.008,3,2022-02-02,5.1
dpz2kz6,"POLYGON((-79.5932006835938 43.6775207519531, -79.5918273925781 43.6775207519531, -79.5918273925781 43.6788940429688, -79.5932006835938 43.6788940429688, -79.5932006835938 43.6775207519531))",43.678,-79.593,43.679,-79.592,POINT(-79.59276 43.67829),43.678,-79.593,Toronto,,Ontario,Canada,CA-ON,0.001,10,2022-02-02,5.1
dpz83p7,"POLYGON((-79.4050598144531 43.6775207519531, -79.4036865234375 43.6775207519531, -79.4036865234375 43.6788940429688, -79.4050598144531 43.6788940429688, -79.4050598144531 43.6775207519531))",43.678,-79.405,43.679,-79.404,POINT(-79.40472 43.67788),43.678,-79.405,Toronto,,Ontario,Canada,CA-ON,0.007,3,2022-02-02,5.1
dpz2rx3,"POLYGON((-79.4737243652344 43.6775207519531, -79.4723510742188 43.6775207519531, -79.4723510742188 43.6788940429688, -79.4737243652344 43.6788940429688, -79.4737243652344 43.6775207519531))",43.678,-79.474,43.679,-79.472,POINT(-79.47321 43.67829),43.678,-79.473,Toronto,,Ontario,Canada,CA-ON,0.029,19,2022-02-02,5.1
dpz2rbr,"POLYGON((-79.4544982910156 43.6390686035156, -79.453125 43.6390686035156, -79.453125 43.6404418945313, -79.4544982910156 43.6404418945312, -79.4544982910156 43.6390686035156))",43.639,-79.454,43.64,-79.453,POINT(-79.45416 43.63978),43.64,-79.454,Toronto,,Ontario,Canada,CA-ON,0.027,20,2022-02-02,5.1
dpz2mbr,"POLYGON((-79.5423889160156 43.6390686035156, -79.541015625 43.6390686035156, -79.541015625 43.6404418945312, -79.5423889160156 43.6404418945312, -79.5423889160156 43.6390686035156))",43.639,-79.542,43.64,-79.541,POINT(-79.54228 43.64021),43.64,-79.542,Toronto,,Ontario,Canada,CA-ON,0.021,3,2022-02-02,5.1
dpz82bq,"POLYGON((-79.4119262695312 43.6390686035156, -79.4105529785156 43.6390686035156, -79.4105529785156 43.6404418945312, -79.4119262695312 43.6404418945312, -79.4119262695312 43.6390686035156))",43.639,-79.412,43.64,-79.411,POINT(-79.41093 43.63952),43.64,-79.411,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz8203,"POLYGON((-79.4517517089844 43.6390686035156, -79.4503784179688 43.6390686035156, -79.4503784179688 43.6404418945312, -79.4517517089844 43.6404418945312, -79.4517517089844 43.6390686035156))",43.639,-79.452,43.64,-79.45,POINT(-79.45073 43.63926),43.639,-79.451,Toronto,,Ontario,Canada,CA-ON,0.008,5,2022-02-02,5.1
dpz2q07,"POLYGON((-79.5368957519531 43.6390686035156, -79.5355224609375 43.6390686035156, -79.5355224609375 43.6404418945312, -79.5368957519531 43.6404418945312, -79.5368957519531 43.6390686035156))",43.639,-79.537,43.64,-79.536,POINT(-79.53646 43.63981),43.64,-79.536,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz2mb7,"POLYGON((-79.5478820800781 43.6390686035156, -79.5465087890625 43.6390686035156, -79.5465087890625 43.6404418945312, -79.5478820800781 43.6404418945312, -79.5478820800781 43.6390686035156))",43.639,-79.548,43.64,-79.547,POINT(-79.54697 43.63928),43.639,-79.547,Toronto,,Ontario,Canada,CA-ON,0.007,3,2022-02-02,5.1
dpz8286,"POLYGON((-79.4284057617188 43.6390686035156, -79.4270324707031 43.6390686035156, -79.4270324707031 43.6404418945312, -79.4284057617188 43.6404418945312, -79.4284057617188 43.6390686035156))",43.639,-79.428,43.64,-79.427,POINT(-79.42752 43.63962),43.64,-79.428,Toronto,,Ontario,Canada,CA-ON,0.011,10,2022-02-02,5.1
dpz832r,"POLYGON((-79.3885803222656 43.6390686035156, -79.38720703125 43.6390686035156, -79.38720703125 43.6404418945312, -79.3885803222656 43.6404418945312, -79.3885803222656 43.6390686035156))",43.639,-79.389,43.64,-79.387,POINT(-79.38786 43.63947),43.639,-79.388,Toronto,,Ontario,Canada,CA-ON,0.012,63,2022-02-02,5.1
dpz8227,"POLYGON((-79.4380187988281 43.6390686035156, -79.4366455078125 43.6390686035156, -79.4366455078125 43.6404418945312, -79.4380187988281 43.6404418945312, -79.4380187988281 43.6390686035156))",43.639,-79.438,43.64,-79.437,POINT(-79.43733 43.64037),43.64,-79.437,Toronto,,Ontario,Canada,CA-ON,0.007,4,2022-02-02,5.1
dpz820r,"POLYGON((-79.4435119628906 43.6390686035156, -79.442138671875 43.6390686035156, -79.442138671875 43.6404418945312, -79.4435119628906 43.6404418945312, -79.4435119628906 43.6390686035156))",43.639,-79.444,43.64,-79.442,POINT(-79.44331 43.63948),43.639,-79.443,Toronto,,Ontario,Canada,CA-ON,0.007,3,2022-02-02,5.1
dpz838k,"POLYGON((-79.3817138671875 43.6390686035156, -79.3803405761719 43.6390686035156, -79.3803405761719 43.6404418945312, -79.3817138671875 43.6404418945312, -79.3817138671875 43.6390686035156))",43.639,-79.382,43.64,-79.38,POINT(-79.38078 43.64001),43.64,-79.381,Toronto,,Ontario,Canada,CA-ON,0.01,7,2022-02-02,5.1
dpz8387,"POLYGON((-79.3830871582031 43.6390686035156, -79.3817138671875 43.6390686035156, -79.3817138671875 43.6404418945312, -79.3830871582031 43.6404418945312, -79.3830871582031 43.6390686035156))",43.639,-79.383,43.64,-79.382,POINT(-79.38246 43.63991),43.64,-79.382,Toronto,,Ontario,Canada,CA-ON,0.02,23,2022-02-02,5.1
dpz2q0k,"POLYGON((-79.5355224609375 43.6390686035156, -79.5341491699219 43.6390686035156, -79.5341491699219 43.6404418945312, -79.5355224609375 43.6404418945312, -79.5355224609375 43.6390686035156))",43.639,-79.536,43.64,-79.534,POINT(-79.53467 43.63992),43.64,-79.535,Toronto,,Ontario,Canada,CA-ON,0.013,12,2022-02-02,5.1
dpz8386,"POLYGON((-79.3844604492188 43.6390686035156, -79.3830871582031 43.6390686035156, -79.3830871582031 43.6404418945312, -79.3844604492188 43.6404418945312, -79.3844604492188 43.6390686035156))",43.639,-79.384,43.64,-79.383,POINT(-79.38375 43.64007),43.64,-79.384,Toronto,,Ontario,Canada,CA-ON,0.007,34,2022-02-02,5.1
dpz2m83,"POLYGON((-79.5616149902344 43.6390686035156, -79.5602416992188 43.6390686035156, -79.5602416992188 43.6404418945312, -79.5616149902344 43.6404418945312, -79.5616149902344 43.6390686035156))",43.639,-79.562,43.64,-79.56,POINT(-79.56078 43.63963),43.64,-79.561,Toronto,,Ontario,Canada,CA-ON,0.004,47,2022-02-02,5.1
dpz832q,"POLYGON((-79.3899536132812 43.6390686035156, -79.3885803222656 43.6390686035156, -79.3885803222656 43.6404418945312, -79.3899536132812 43.6404418945312, -79.3899536132812 43.6390686035156))",43.639,-79.39,43.64,-79.389,POINT(-79.38917 43.63925),43.639,-79.389,Toronto,,Ontario,Canada,CA-ON,0.007,38,2022-02-02,5.1
dpz832k,"POLYGON((-79.3927001953125 43.6390686035156, -79.3913269042969 43.6390686035156, -79.3913269042969 43.6404418945312, -79.3927001953125 43.6404418945313, -79.3927001953125 43.6390686035156))",43.639,-79.393,43.64,-79.391,POINT(-79.39255 43.63961),43.64,-79.393,Toronto,,Ontario,Canada,CA-ON,0.011,17,2022-02-02,5.1
dpz8382,"POLYGON((-79.38720703125 43.6390686035156, -79.3858337402344 43.6390686035156, -79.3858337402344 43.6404418945312, -79.38720703125 43.6404418945312, -79.38720703125 43.6390686035156))",43.639,-79.387,43.64,-79.386,POINT(-79.38657 43.63972),43.64,-79.387,Toronto,,Ontario,Canada,CA-ON,0.011,84,2022-02-02,5.1
dpz8383,"POLYGON((-79.3858337402344 43.6390686035156, -79.3844604492188 43.6390686035156, -79.3844604492188 43.6404418945312, -79.3858337402344 43.6404418945312, -79.3858337402344 43.6390686035156))",43.639,-79.386,43.64,-79.384,POINT(-79.38506 43.63991),43.64,-79.385,Toronto,,Ontario,Canada,CA-ON,0.007,38,2022-02-02,5.1
dpz830q,"POLYGON((-79.4009399414062 43.6390686035156, -79.3995666503906 43.6390686035156, -79.3995666503906 43.6404418945312, -79.4009399414062 43.6404418945312, -79.4009399414062 43.6390686035156))",43.639,-79.401,43.64,-79.4,POINT(-79.40077 43.63926),43.639,-79.401,Toronto,,Ontario,Canada,CA-ON,0.006,3,2022-02-02,5.1
dpz8327,"POLYGON((-79.3940734863281 43.6390686035156, -79.3927001953125 43.6390686035156, -79.3927001953125 43.6404418945313, -79.3940734863281 43.6404418945312, -79.3940734863281 43.6390686035156))",43.639,-79.394,43.64,-79.393,POINT(-79.39308 43.64009),43.64,-79.393,Toronto,,Ontario,Canada,CA-ON,0.016,26,2022-02-02,5.1
dpz2q2q,"POLYGON((-79.5217895507812 43.6390686035156, -79.5204162597656 43.6390686035156, -79.5204162597656 43.6404418945312, -79.5217895507812 43.6404418945312, -79.5217895507812 43.6390686035156))",43.639,-79.522,43.64,-79.52,POINT(-79.52135 43.6396),43.64,-79.521,Toronto,,Ontario,Canada,CA-ON,0.085,40,2022-02-02,5.1
dpz3p0d,"POLYGON((-79.4943237304688 43.7722778320312, -79.4929504394531 43.7722778320312, -79.4929504394531 43.7736511230469, -79.4943237304688 43.7736511230469, -79.4943237304688 43.7722778320312))",43.772,-79.494,43.774,-79.493,POINT(-79.49334 43.77254),43.773,-79.493,Toronto,,Ontario,Canada,CA-ON,0.055,26,2022-02-02,5.1
dpz958t,"POLYGON((-79.2924499511719 43.7722778320312, -79.2910766601563 43.7722778320312, -79.2910766601563 43.7736511230469, -79.2924499511719 43.7736511230469, -79.2924499511719 43.7722778320312))",43.772,-79.292,43.774,-79.291,POINT(-79.29175 43.77331),43.773,-79.292,Toronto,,Ontario,Canada,CA-ON,0.003,43,2022-02-02,5.1
dpz3n0w,"POLYGON((-79.5327758789063 43.7722778320312, -79.5314025878906 43.7722778320312, -79.5314025878906 43.7736511230469, -79.5327758789063 43.7736511230469, -79.5327758789063 43.7722778320312))",43.772,-79.533,43.774,-79.531,POINT(-79.53193 43.7733),43.773,-79.532,Toronto,,Ontario,Canada,CA-ON,0.017,54,2022-02-02,5.1
dpz958s,"POLYGON((-79.2938232421875 43.7722778320312, -79.2924499511719 43.7722778320312, -79.2924499511719 43.7736511230469, -79.2938232421875 43.7736511230469, -79.2938232421875 43.7722778320312))",43.772,-79.294,43.774,-79.292,POINT(-79.29311 43.7729),43.773,-79.293,Toronto,,Ontario,Canada,CA-ON,0.004,52,2022-02-02,5.1
dpz3n0x,"POLYGON((-79.5314025878906 43.7722778320312, -79.530029296875 43.7722778320312, -79.530029296875 43.7736511230469, -79.5314025878906 43.7736511230469, -79.5314025878906 43.7722778320312))",43.772,-79.531,43.774,-79.53,POINT(-79.53084 43.77319),43.773,-79.531,Toronto,,Ontario,Canada,CA-ON,0.006,6,2022-02-02,5.1
dpz9h0d,"POLYGON((-79.2745971679688 43.7722778320312, -79.2732238769531 43.7722778320312, -79.2732238769531 43.7736511230469, -79.2745971679688 43.7736511230469, -79.2745971679688 43.7722778320312))",43.772,-79.275,43.774,-79.273,POINT(-79.27379 43.77297),43.773,-79.274,Toronto,,Ontario,Canada,CA-ON,0.003,3,2022-02-02,5.1
dpz958d,"POLYGON((-79.2965698242188 43.7722778320312, -79.2951965332031 43.7722778320313, -79.2951965332031 43.7736511230469, -79.2965698242188 43.7736511230469, -79.2965698242188 43.7722778320312))",43.772,-79.297,43.774,-79.295,POINT(-79.29603 43.77243),43.772,-79.296,Toronto,,Ontario,Canada,CA-ON,0.001,8,2022-02-02,5.1
dpz3p8t,"POLYGON((-79.4682312011719 43.7722778320312, -79.4668579101562 43.7722778320312, -79.4668579101562 43.7736511230469, -79.4682312011719 43.7736511230469, -79.4682312011719 43.7722778320312))",43.772,-79.468,43.774,-79.467,POINT(-79.46773 43.7725),43.773,-79.468,Toronto,,Ontario,Canada,CA-ON,0.059,33,2022-02-02,5.1
dpz9h8d,"POLYGON((-79.2526245117188 43.7722778320312, -79.2512512207031 43.7722778320312, -79.2512512207031 43.7736511230469, -79.2526245117188 43.7736511230469, -79.2526245117188 43.7722778320312))",43.772,-79.253,43.774,-79.251,POINT(-79.25172 43.77309),43.773,-79.252,Toronto,,Ontario,Canada,CA-ON,0.027,27,2022-02-02,5.1
dpz9h0e,"POLYGON((-79.2732238769531 43.7722778320312, -79.2718505859375 43.7722778320312, -79.2718505859375 43.7736511230469, -79.2732238769531 43.7736511230469, -79.2732238769531 43.7722778320312))",43.772,-79.273,43.774,-79.272,POINT(-79.273 43.77307),43.773,-79.273,Toronto,,Ontario,Canada,CA-ON,0.013,13,2022-02-02,5.1
dpz940w,"POLYGON((-79.3569946289062 43.7722778320312, -79.3556213378906 43.7722778320312, -79.3556213378906 43.7736511230469, -79.3569946289062 43.7736511230469, -79.3569946289062 43.7722778320312))",43.772,-79.357,43.774,-79.356,POINT(-79.35609 43.7732),43.773,-79.356,Toronto,,Ontario,Canada,CA-ON,0.012,6,2022-02-02,5.1
dpz95bd,"POLYGON((-79.2855834960938 43.7722778320312, -79.2842102050781 43.7722778320312, -79.2842102050781 43.7736511230469, -79.2855834960938 43.7736511230469, -79.2855834960938 43.7722778320312))",43.772,-79.286,43.774,-79.284,POINT(-79.28439 43.77304),43.773,-79.284,Toronto,,Ontario,Canada,CA-ON,0.009,3,2022-02-02,5.1
dpz958w,"POLYGON((-79.2910766601563 43.7722778320312, -79.2897033691406 43.7722778320312, -79.2897033691406 43.7736511230469, -79.2910766601563 43.7736511230469, -79.2910766601563 43.7722778320312))",43.772,-79.291,43.774,-79.29,POINT(-79.29032 43.7734),43.773,-79.29,Toronto,,Ontario,Canada,CA-ON,0.002,8,2022-02-02,5.1
dpz952e,"POLYGON((-79.3061828613281 43.7722778320312, -79.3048095703125 43.7722778320312, -79.3048095703125 43.7736511230469, -79.3061828613281 43.7736511230469, -79.3061828613281 43.7722778320312))",43.772,-79.306,43.774,-79.305,POINT(-79.30536 43.77307),43.773,-79.305,Toronto,,Ontario,Canada,CA-ON,0.035,9,2022-02-02,5.1
dpz958e,"POLYGON((-79.2951965332031 43.7722778320313, -79.2938232421875 43.7722778320312, -79.2938232421875 43.7736511230469, -79.2951965332031 43.7736511230469, -79.2951965332031 43.7722778320313))",43.772,-79.295,43.774,-79.294,POINT(-79.29439 43.77267),43.773,-79.294,Toronto,,Ontario,Canada,CA-ON,0.009,156,2022-02-02,5.1
dpz3p2s,"POLYGON((-79.4805908203125 43.7722778320312, -79.4792175292969 43.7722778320312, -79.4792175292969 43.7736511230469, -79.4805908203125 43.7736511230469, -79.4805908203125 43.7722778320312))",43.772,-79.481,43.774,-79.479,POINT(-79.48001 43.77278),43.773,-79.48,Toronto,,Ontario,Canada,CA-ON,0.009,3,2022-02-02,5.1
dpz9j0d,"POLYGON((-79.2306518554688 43.7722778320312, -79.2292785644531 43.7722778320313, -79.2292785644531 43.7736511230469, -79.2306518554688 43.7736511230469, -79.2306518554688 43.7722778320312))",43.772,-79.231,43.774,-79.229,POINT(-79.23049 43.77312),43.773,-79.23,Toronto,,Ontario,Canada,CA-ON,0.043,17,2022-02-02,5.1
dpz9428,"POLYGON((-79.354248046875 43.7722778320312, -79.3528747558594 43.7722778320312, -79.3528747558594 43.7736511230469, -79.354248046875 43.7736511230469, -79.354248046875 43.7722778320312))",43.772,-79.354,43.774,-79.353,POINT(-79.35401 43.77357),43.774,-79.354,Toronto,,Ontario,Canada,CA-ON,0.031,10,2022-02-02,5.1
dpz900x,"POLYGON((-79.4435119628906 43.7722778320312, -79.442138671875 43.7722778320312, -79.442138671875 43.7736511230469, -79.4435119628906 43.7736511230469, -79.4435119628906 43.7722778320312))",43.772,-79.444,43.774,-79.442,POINT(-79.44281 43.77327),43.773,-79.443,Toronto,,Ontario,Canada,CA-ON,0.008,4,2022-02-02,5.1
dpz900e,"POLYGON((-79.4490051269531 43.7722778320312, -79.4476318359375 43.7722778320312, -79.4476318359375 43.7736511230469, -79.4490051269531 43.7736511230469, -79.4490051269531 43.7722778320312))",43.772,-79.449,43.774,-79.448,POINT(-79.44866 43.77274),43.773,-79.449,Toronto,,Ontario,Canada,CA-ON,0.01,4,2022-02-02,5.1
dpz3n2w,"POLYGON((-79.5217895507812 43.7722778320312, -79.5204162597656 43.7722778320312, -79.5204162597656 43.7736511230469, -79.5217895507812 43.7736511230469, -79.5217895507812 43.7722778320312))",43.772,-79.522,43.774,-79.52,POINT(-79.52132 43.77316),43.773,-79.521,Toronto,,Ontario,Canada,CA-ON,0.004,3,2022-02-02,5.1
dpz90bs,"POLYGON((-79.4146728515625 43.7722778320312, -79.4132995605469 43.7722778320312, -79.4132995605469 43.7736511230469, -79.4146728515625 43.7736511230469, -79.4146728515625 43.7722778320312))",43.772,-79.415,43.774,-79.413,POINT(-79.41383 43.77293),43.773,-79.414,Toronto,,Ontario,Canada,CA-ON,0.005,3,2022-02-02,5.1
dpz948d,"POLYGON((-79.3405151367188 43.7722778320312, -79.3391418457031 43.7722778320312, -79.3391418457031 43.7736511230469, -79.3405151367188 43.7736511230469, -79.3405151367188 43.7722778320312))",43.772,-79.341,43.774,-79.339,POINT(-79.33939 43.77295),43.773,-79.339,Toronto,,Ontario,Canada,CA-ON,0.011,19,2022-02-02,5.1
dpz95be,"POLYGON((-79.2842102050781 43.7722778320312, -79.2828369140625 43.7722778320312, -79.2828369140625 43.7736511230469, -79.2842102050781 43.7736511230469, -79.2842102050781 43.7722778320312))",43.772,-79.284,43.774,-79.283,POINT(-79.28353 43.77253),43.773,-79.284,Toronto,,Ontario,Canada,CA-ON,0.058,200,2022-02-02,5.1
dpz2qzx,"POLYGON((-79.4984436035156 43.6788940429688, -79.4970703125 43.6788940429688, -79.4970703125 43.6802673339844, -79.4984436035156 43.6802673339844, -79.4984436035156 43.6788940429688))",43.679,-79.498,43.68,-79.497,POINT(-79.49732 43.67971),43.68,-79.497,Toronto,,Ontario,Canada,CA-ON,0.022,5,2022-02-02,5.1
dpz82zd,"POLYGON((-79.4174194335938 43.6788940429688, -79.4160461425781 43.6788940429688, -79.4160461425781 43.6802673339844, -79.4174194335938 43.6802673339844, -79.4174194335938 43.6788940429688))",43.679,-79.417,43.68,-79.416,POINT(-79.41695 43.67977),43.68,-79.417,Toronto,,Ontario,Canada,CA-ON,0.008,5,2022-02-02,5.1
dpz83rt,"POLYGON((-79.3913269042969 43.6788940429688, -79.3899536132812 43.6788940429688, -79.3899536132812 43.6802673339844, -79.3913269042969 43.6802673339844, -79.3913269042969 43.6788940429688))",43.679,-79.391,43.68,-79.39,POINT(-79.39055 43.67953),43.68,-79.391,Toronto,,Ontario,Canada,CA-ON,0.011,9,2022-02-02,5.1
dpz2mpw,"POLYGON((-79.5767211914062 43.6788940429688, -79.5753479003906 43.6788940429688, -79.5753479003906 43.6802673339844, -79.5767211914062 43.6802673339844, -79.5767211914062 43.6788940429688))",43.679,-79.577,43.68,-79.575,POINT(-79.57629 43.67971),43.68,-79.576,Toronto,,Ontario,Canada,CA-ON,0.003,34,2022-02-02,5.1
dpz86x9,"POLYGON((-79.3418884277344 43.6788940429688, -79.3405151367188 43.6788940429688, -79.3405151367188 43.6802673339844, -79.3418884277344 43.6802673339844, -79.3418884277344 43.6788940429688))",43.679,-79.342,43.68,-79.341,POINT(-79.34169 43.67959),43.68,-79.342,Toronto,,Ontario,Canada,CA-ON,0.025,7,2022-02-02,5.1
dpz83zw,"POLYGON((-79.3679809570312 43.6788940429688, -79.3666076660156 43.6788940429688, -79.3666076660156 43.6802673339844, -79.3679809570312 43.6802673339844, -79.3679809570312 43.6788940429688))",43.679,-79.368,43.68,-79.367,POINT(-79.36705 43.67942),43.679,-79.367,Toronto,,Ontario,Canada,CA-ON,0.016,24,2022-02-02,5.1
dpz83zx,"POLYGON((-79.3666076660156 43.6788940429688, -79.365234375 43.6788940429688, -79.365234375 43.6802673339844, -79.3666076660156 43.6802673339844, -79.3666076660156 43.6788940429688))",43.679,-79.367,43.68,-79.365,POINT(-79.36605 43.68003),43.68,-79.366,Toronto,,Ontario,Canada,CA-ON,0.013,10,2022-02-02,5.1
dpz2qp9,"POLYGON((-79.5396423339844 43.6788940429688, -79.5382690429688 43.6788940429688, -79.5382690429688 43.6802673339844, -79.5396423339844 43.6802673339844, -79.5396423339844 43.6788940429688))",43.679,-79.54,43.68,-79.538,POINT(-79.53903 43.67974),43.68,-79.539,Toronto,,Ontario,Canada,CA-ON,0.015,19,2022-02-02,5.1
